adm2_merge_key,year,month,sex,cyclone_exposure_1month,deaths,population
Abra,2006,1,Female,0,35,13655.583333333332
Abra,2006,1,Male,0,46,13327.166666666668
Abra,2006,2,Female,0,34,11701.4
Abra,2006,2,Male,0,65,10809.578947368422
Abra,2006,3,Female,0,35,10747.6
Abra,2006,3,Male,0,56,10087.85
Abra,2006,4,Female,0,45,12533.214285714286
Abra,2006,4,Male,0,54,10630.333333333332
Abra,2006,5,Female,0,54,12662.666666666668
Abra,2006,5,Male,0,48,11629.642857142859
Abra,2006,6,Female,0,29,10805.153846153848
Abra,2006,6,Male,0,33,10931.117647058822
Abra,2006,7,Female,0,43,14556.454545454546
Abra,2006,7,Male,0,71,10616.21052631579
Abra,2006,8,Female,0,35,11470.4375
Abra,2006,8,Male,0,57,10406.649999999998
Abra,2006,9,Female,0,45,11433.8125
Abra,2006,9,Male,0,53,11644.214285714286
Abra,2006,10,Female,1,49,10904.29411764706
Abra,2006,10,Male,1,69,10292.052631578947
Abra,2006,11,Female,1,50,10941.833333333332
Abra,2006,11,Male,1,65,10800.736842105262
Abra,2006,12,Female,0,41,12968.307692307691
Abra,2006,12,Male,0,79,10058.526315789473
Abra,2007,1,Female,0,33,13421.909090909092
Abra,2007,1,Male,0,48,12614.846153846152
Abra,2007,2,Female,0,32,11569.357142857141
Abra,2007,2,Male,0,56,12139.6
Abra,2007,3,Female,0,27,12646.454545454546
Abra,2007,3,Male,0,65,10277.588235294117
Abra,2007,4,Female,0,36,11051.357142857141
Abra,2007,4,Male,0,67,10774.263157894737
Abra,2007,5,Female,0,32,12026.42857142857
Abra,2007,5,Male,0,69,11355.6
Abra,2007,6,Female,0,53,10753.736842105263
Abra,2007,6,Male,0,68,11537.882352941178
Abra,2007,7,Female,0,46,10874.352941176472
Abra,2007,7,Male,0,55,10497
Abra,2007,8,Female,0,40,12035.857142857141
Abra,2007,8,Male,0,79,10605.263157894737
Abra,2007,9,Female,0,47,11053.2
Abra,2007,9,Male,0,59,11001.5
Abra,2007,10,Female,0,41,12327.866666666665
Abra,2007,10,Male,0,63,11753.5625
Abra,2007,11,Female,1,43,12669.076923076924
Abra,2007,11,Male,1,70,10531.36842105263
Abra,2007,12,Female,0,50,12300.2
Abra,2007,12,Male,0,55,10898.0625
Abra,2008,1,Female,1,54,10817.684210526317
Abra,2008,1,Male,1,62,10570.36842105263
Abra,2008,2,Female,0,42,13292.416666666668
Abra,2008,2,Male,0,61,10974.555555555555
Abra,2008,3,Female,0,42,12426.692307692309
Abra,2008,3,Male,0,61,11606
Abra,2008,4,Female,0,31,11699.166666666668
Abra,2008,4,Male,0,74,10096.9
Abra,2008,5,Female,1,37,11300.399999999998
Abra,2008,5,Male,1,53,11488.1875
Abra,2008,6,Female,1,40,13116.692307692307
Abra,2008,6,Male,1,62,11550.470588235294
Abra,2008,7,Female,0,58,11214.117647058823
Abra,2008,7,Male,0,75,9687.090909090908
Abra,2008,8,Female,0,62,10457.684210526317
Abra,2008,8,Male,0,68,12027.8
Abra,2008,9,Female,0,52,11152.722222222223
Abra,2008,9,Male,0,63,10589.578947368422
Abra,2008,10,Female,0,74,11746.0625
Abra,2008,10,Male,0,74,10962.444444444445
Abra,2008,11,Female,0,47,11195.588235294117
Abra,2008,11,Male,0,67,11654.8
Abra,2008,12,Female,0,59,11622.529411764706
Abra,2008,12,Male,0,60,12338.714285714286
Abra,2009,1,Female,0,57,11494.125
Abra,2009,1,Male,0,84,10407.75
Abra,2009,2,Female,0,40,12666.307692307691
Abra,2009,2,Male,0,71,10185.7
Abra,2009,3,Female,0,38,12273.416666666668
Abra,2009,3,Male,0,54,13022.076923076924
Abra,2009,4,Female,0,53,11250.411764705883
Abra,2009,4,Male,0,38,11183.333333333332
Abra,2009,5,Female,0,51,11855.375
Abra,2009,5,Male,0,67,11077.611111111111
Abra,2009,6,Female,0,53,10575.4375
Abra,2009,6,Male,0,69,11067.764705882353
Abra,2009,7,Female,0,59,11318.4375
Abra,2009,7,Male,0,73,10981.941176470587
Abra,2009,8,Female,0,50,10575.666666666668
Abra,2009,8,Male,0,82,10111.809523809523
Abra,2009,9,Female,0,48,10262.736842105262
Abra,2009,9,Male,0,56,9953.100000000002
Abra,2009,10,Female,1,42,13057.307692307691
Abra,2009,10,Male,1,66,10471
Abra,2009,11,Female,1,38,11240
Abra,2009,11,Male,1,65,10670.235294117647
Abra,2009,12,Female,0,41,11717
Abra,2009,12,Male,0,70,12218.133333333335
Abra,2010,1,Female,0,69,10948.111111111111
Abra,2010,1,Male,0,82,9342.130434782608
Abra,2010,2,Female,0,37,10278.411764705883
Abra,2010,2,Male,0,59,10796.166666666668
Abra,2010,3,Female,0,52,11300.1875
Abra,2010,3,Male,0,66,11795.6875
Abra,2010,4,Female,0,38,11414.142857142859
Abra,2010,4,Male,0,63,10759.333333333332
Abra,2010,5,Female,0,49,10773.941176470587
Abra,2010,5,Male,0,62,9885.45
Abra,2010,6,Female,0,41,11071.6875
Abra,2010,6,Male,0,43,10409.666666666668
Abra,2010,7,Female,0,42,11984.333333333332
Abra,2010,7,Male,0,55,9844.85
Abra,2010,8,Female,0,48,11903.133333333335
Abra,2010,8,Male,0,66,11930.75
Abra,2010,9,Female,0,59,11005.705882352942
Abra,2010,9,Male,0,54,10358.277777777777
Abra,2010,10,Female,1,46,11420.933333333332
Abra,2010,10,Male,1,70,11142.888888888887
Abra,2010,11,Female,0,51,11235.875
Abra,2010,11,Male,0,54,11248.29411764706
Abra,2010,12,Female,0,46,13297.833333333332
Abra,2010,12,Male,0,68,10765.611111111113
Abra,2011,1,Female,0,66,11063.722222222224
Abra,2011,1,Male,0,67,10215.52380952381
Abra,2011,2,Female,0,55,9755.294117647058
Abra,2011,2,Male,0,73,11244.176470588234
Abra,2011,3,Female,0,57,11504.4
Abra,2011,3,Male,0,67,12961.538461538461
Abra,2011,4,Female,0,45,12611.07142857143
Abra,2011,4,Male,0,62,10684.117647058822
Abra,2011,5,Female,1,38,11329.066666666668
Abra,2011,5,Male,1,59,10870.764705882353
Abra,2011,6,Female,0,45,11464.714285714286
Abra,2011,6,Male,0,67,11005.944444444445
Abra,2011,7,Female,1,51,10637.785714285714
Abra,2011,7,Male,1,63,11031.5
Abra,2011,8,Female,1,70,10859
Abra,2011,8,Male,1,67,10195.947368421053
Abra,2011,9,Female,1,60,12201.533333333333
Abra,2011,9,Male,1,58,10514.263157894737
Abra,2011,10,Female,1,53,11510.823529411766
Abra,2011,10,Male,1,79,10395.941176470587
Abra,2011,11,Female,0,48,10567.8
Abra,2011,11,Male,0,86,10726.684210526317
Abra,2011,12,Female,1,47,11107.5
Abra,2011,12,Male,1,83,9739.863636363636
Abra,2012,1,Female,0,57,10708.684210526317
Abra,2012,1,Male,0,70,11830.3125
Abra,2012,2,Female,0,37,12997.416666666668
Abra,2012,2,Male,0,59,11040.833333333332
Abra,2012,3,Female,0,58,11949.8125
Abra,2012,3,Male,0,78,10108.666666666668
Abra,2012,4,Female,0,41,10321.4
Abra,2012,4,Male,0,72,10072.21052631579
Abra,2012,5,Female,0,51,11276.882352941177
Abra,2012,5,Male,0,89,10795.555555555555
Abra,2012,6,Female,0,45,12364.76923076923
Abra,2012,6,Male,0,53,12661.846153846152
Abra,2012,7,Female,0,56,11230.4375
Abra,2012,7,Male,0,75,10499.055555555555
Abra,2012,8,Female,0,87,10203.63157894737
Abra,2012,8,Male,0,70,11235.117647058822
Abra,2012,9,Female,0,67,9670.954545454546
Abra,2012,9,Male,0,87,10737.315789473683
Abra,2012,10,Female,0,55,10457.36842105263
Abra,2012,10,Male,0,66,10404.5
Abra,2012,11,Female,0,45,10720.75
Abra,2012,11,Male,0,63,9778.5
Abra,2012,12,Female,0,42,11562
Abra,2012,12,Male,0,77,10817
Abra,2013,1,Female,0,50,12418.733333333334
Abra,2013,1,Male,0,74,10968.470588235294
Abra,2013,2,Female,0,43,13630.666666666668
Abra,2013,2,Male,0,59,11432.823529411766
Abra,2013,3,Female,0,65,10478.947368421053
Abra,2013,3,Male,0,61,11772.8
Abra,2013,4,Female,0,55,10952.5625
Abra,2013,4,Male,0,69,10681.833333333332
Abra,2013,5,Female,0,51,10066.944444444445
Abra,2013,5,Male,0,63,11336.5
Abra,2013,6,Female,0,39,11141.923076923076
Abra,2013,6,Male,0,73,9689.409090909092
Abra,2013,7,Female,0,57,10376.823529411766
Abra,2013,7,Male,0,81,10003.1
Abra,2013,8,Female,1,55,10750.5
Abra,2013,8,Male,1,67,10363
Abra,2013,9,Female,1,75,11301.70588235294
Abra,2013,9,Male,1,77,11138.666666666668
Abra,2013,10,Female,1,61,10909.764705882353
Abra,2013,10,Male,1,73,11233.411764705883
Abra,2013,11,Female,1,48,12437.733333333334
Abra,2013,11,Male,1,66,11645.1875
Abra,2013,12,Female,0,47,10618.529411764706
Abra,2013,12,Male,0,73,10195.850000000002
Abra,2014,1,Female,0,76,11301.4375
Abra,2014,1,Male,0,89,11799.5625
Abra,2014,2,Female,0,57,10589.578947368422
Abra,2014,2,Male,0,63,10006.111111111111
Abra,2014,3,Female,0,63,11174.222222222223
Abra,2014,3,Male,0,74,9487.857142857141
Abra,2014,4,Female,0,53,11337.666666666668
Abra,2014,4,Male,0,84,10052.57142857143
Abra,2014,5,Female,0,65,10877
Abra,2014,5,Male,0,76,11794.5
Abra,2014,6,Female,0,60,10329.842105263157
Abra,2014,6,Male,0,60,10182.238095238097
Abra,2014,7,Female,0,57,10420.947368421053
Abra,2014,7,Male,0,75,10700.63157894737
Abra,2014,8,Female,0,53,12605.23076923077
Abra,2014,8,Male,0,83,9863.272727272728
Abra,2014,9,Female,1,50,12478.615384615385
Abra,2014,9,Male,1,84,9704.4
Abra,2014,10,Female,0,61,10596.473684210527
Abra,2014,10,Male,0,63,11802.266666666666
Abra,2014,11,Female,1,54,12423.76923076923
Abra,2014,11,Male,1,70,10805.611111111113
Abra,2014,12,Female,0,56,10284.526315789473
Abra,2014,12,Male,0,63,10439.63157894737
Abra,2015,1,Female,0,68,9749.260869565218
Abra,2015,1,Male,0,79,12287.1875
Abra,2015,2,Female,0,50,11610.266666666666
Abra,2015,2,Male,0,74,10959.315789473683
Abra,2015,3,Female,0,46,11137.294117647058
Abra,2015,3,Male,0,78,11274.833333333332
Abra,2015,4,Female,0,47,10569.833333333332
Abra,2015,4,Male,0,55,9874.190476190477
Abra,2015,5,Female,0,42,11739.647058823528
Abra,2015,5,Male,0,59,10983.388888888887
Abra,2015,6,Female,0,56,10798.833333333332
Abra,2015,6,Male,0,64,12271.5625
Abra,2015,7,Female,1,68,11088.526315789473
Abra,2015,7,Male,1,57,11820.533333333333
Abra,2015,8,Female,1,56,11723.823529411766
Abra,2015,8,Male,1,73,12291.75
Abra,2015,9,Female,0,68,11002.277777777776
Abra,2015,9,Male,0,63,11264.25
Abra,2015,10,Female,1,61,12065.0625
Abra,2015,10,Male,1,73,11842.25
Abra,2015,11,Female,0,50,13090.454545454546
Abra,2015,11,Male,0,57,12755.2
Abra,2015,12,Female,1,45,11240.722222222224
Abra,2015,12,Male,1,71,10875.176470588234
Abra,2016,1,Female,0,48,10369.75
Abra,2016,1,Male,0,75,11430.777777777776
Abra,2016,2,Female,0,50,11434.222222222224
Abra,2016,2,Male,0,65,10640.055555555555
Abra,2016,3,Female,0,46,13341.307692307693
Abra,2016,3,Male,0,63,11873.588235294117
Abra,2016,4,Female,0,55,10520.4
Abra,2016,4,Male,0,96,9433.909090909092
Abra,2016,5,Female,0,56,11900.0625
Abra,2016,5,Male,0,76,10069
Abra,2016,6,Female,0,56,13080.307692307693
Abra,2016,6,Male,0,60,11351.176470588234
Abra,2016,7,Female,0,58,11162.294117647058
Abra,2016,7,Male,0,64,13799.230769230771
Abra,2016,8,Female,0,46,12645.2
Abra,2016,8,Male,0,92,10583.85
Abra,2016,9,Female,0,66,10901.666666666668
Abra,2016,9,Male,0,70,11282.588235294117
Abra,2016,10,Female,1,82,10107.952380952382
Abra,2016,10,Male,1,90,11180.444444444445
Abra,2016,11,Female,1,58,9677.952380952382
Abra,2016,11,Male,1,76,10386
Abra,2016,12,Female,0,55,12435.333333333332
Abra,2016,12,Male,0,62,12569.4
Abra,2017,1,Female,0,56,10763.833333333332
Abra,2017,1,Male,0,71,9720.85
Abra,2017,2,Female,0,49,11117.277777777777
Abra,2017,2,Male,0,72,11276.705882352942
Abra,2017,3,Female,0,51,11689.357142857143
Abra,2017,3,Male,0,78,10503.65
Abra,2017,4,Female,0,56,11677.5
Abra,2017,4,Male,0,70,10824.8
Abra,2017,5,Female,0,49,11262.529411764706
Abra,2017,5,Male,0,60,10457.176470588234
Abra,2017,6,Female,0,45,11357.588235294117
Abra,2017,6,Male,0,66,10426.8
Abra,2017,7,Female,0,50,11596.9375
Abra,2017,7,Male,0,58,11137.21052631579
Abra,2017,8,Female,0,61,11497.722222222224
Abra,2017,8,Male,0,67,10991.421052631578
Abra,2017,9,Female,0,51,11994.692307692307
Abra,2017,9,Male,0,75,9257
Abra,2017,10,Female,0,62,12967.692307692307
Abra,2017,10,Male,0,81,10795.578947368422
Abra,2017,11,Female,0,36,12290.81818181818
Abra,2017,11,Male,0,70,10698.63157894737
Abra,2017,12,Female,0,59,11067.588235294117
Abra,2017,12,Male,0,78,10329.42857142857
Abra,2018,1,Female,0,50,9898.78947368421
Abra,2018,1,Male,0,76,10847.421052631578
Abra,2018,2,Female,0,51,11389.529411764706
Abra,2018,2,Male,0,60,11424.25
Abra,2018,3,Female,0,52,10261.894736842105
Abra,2018,3,Male,0,82,10725.052631578947
Abra,2018,4,Female,0,54,12266.466666666667
Abra,2018,4,Male,0,73,12508.8
Abra,2018,5,Female,0,53,9839.8
Abra,2018,5,Male,0,55,11079.941176470587
Abra,2018,6,Female,0,40,11936.5
Abra,2018,6,Male,0,63,10487.055555555555
Abra,2018,7,Female,0,56,11255.764705882355
Abra,2018,7,Male,0,60,10765.764705882353
Abra,2018,8,Female,0,66,11317.444444444445
Abra,2018,8,Male,0,78,9893.826086956524
Abra,2018,9,Female,1,59,10130.136363636362
Abra,2018,9,Male,1,76,11068.388888888889
Abra,2018,10,Female,1,67,11671.75
Abra,2018,10,Male,1,62,11603.125
Abra,2018,11,Female,1,44,10996.933333333332
Abra,2018,11,Male,1,74,10910.315789473683
Abra,2018,12,Female,0,60,10055.888888888889
Abra,2018,12,Male,0,70,10066.68181818182
Abra,2019,1,Female,0,56,10152.863636363636
Abra,2019,1,Male,0,81,10455.42857142857
Abra,2019,2,Female,0,54,11210
Abra,2019,2,Male,0,64,11062.352941176472
Abra,2019,3,Female,0,51,11066.647058823528
Abra,2019,3,Male,0,84,9909
Abra,2019,4,Female,0,57,12151.75
Abra,2019,4,Male,0,76,10160.55
Abra,2019,5,Female,0,44,10444.111111111113
Abra,2019,5,Male,0,69,10928.882352941178
Abra,2019,6,Female,0,52,12284.142857142859
Abra,2019,6,Male,0,66,10370.8
Abra,2019,7,Female,0,77,11280.588235294117
Abra,2019,7,Male,0,78,10517.36842105263
Abra,2019,8,Female,0,62,10268.166666666668
Abra,2019,8,Male,0,80,10769.5
Abra,2019,9,Female,0,42,10317.315789473683
Abra,2019,9,Male,0,86,11526.888888888887
Abra,2019,10,Female,0,65,9762.130434782608
Abra,2019,10,Male,0,104,9291.759999999998
Abra,2019,11,Female,0,53,10892.55
Abra,2019,11,Male,0,68,10733.944444444445
Abra,2019,12,Female,0,57,9992.15
Abra,2019,12,Male,0,56,12279
Abra,2020,1,Female,0,60,10336.333333333332
Abra,2020,1,Male,0,89,10695.190476190477
Abra,2020,2,Female,0,57,12108.941176470587
Abra,2020,2,Male,0,65,11497
Abra,2020,3,Female,0,54,11772.944444444445
Abra,2020,3,Male,0,76,10274.043478260868
Abra,2020,4,Female,0,53,12089.352941176472
Abra,2020,4,Male,0,63,10741.315789473683
Abra,2020,5,Female,0,54,12291.764705882355
Abra,2020,5,Male,0,75,10353.7
Abra,2020,6,Female,0,45,11193.555555555555
Abra,2020,6,Male,0,75,10242.652173913046
Abra,2020,7,Female,0,56,11704
Abra,2020,7,Male,0,66,11353.166666666668
Abra,2020,8,Female,0,63,11333.36842105263
Abra,2020,8,Male,0,74,10990.714285714284
Abra,2020,9,Female,0,67,11257.21052631579
Abra,2020,9,Male,0,72,10655.952380952382
Abra,2020,10,Female,0,58,12884.200000000003
Abra,2020,10,Male,0,71,10914.29411764706
Abra,2020,11,Female,0,59,11588.555555555555
Abra,2020,11,Male,0,68,11937.375
Abra,2020,12,Female,0,61,12641.5625
Abra,2020,12,Male,0,65,12782.3125
Abra,2021,1,Female,0,63,11577.29411764706
Abra,2021,1,Male,0,73,10409.954545454546
Abra,2021,2,Female,0,57,10620.75
Abra,2021,2,Male,0,73,11818.647058823528
Abra,2021,3,Female,0,56,11425.666666666668
Abra,2021,3,Male,0,85,10577.409090909092
Abra,2021,4,Female,0,63,11672.176470588234
Abra,2021,4,Male,0,72,10754.1
Abra,2021,5,Female,0,66,11545.578947368422
Abra,2021,5,Male,0,73,10671.55
Abra,2021,6,Female,0,62,10595.263157894737
Abra,2021,6,Male,0,77,10148.956521739132
Abra,2021,7,Female,0,65,11151.25
Abra,2021,7,Male,0,102,10350.272727272728
Abra,2021,8,Female,0,114,10797.857142857141
Abra,2021,8,Male,0,109,9975.958333333332
Abra,2021,9,Female,0,181,10296.652173913046
Abra,2021,9,Male,0,185,10538.454545454546
Abra,2021,10,Female,0,116,10393.545454545454
Abra,2021,10,Male,0,106,9934.208333333332
Abra,2021,11,Female,0,52,11512.947368421053
Abra,2021,11,Male,0,101,10337
Abra,2021,12,Female,0,48,11668.588235294117
Abra,2021,12,Male,0,71,11054.5
Abra,2022,1,Female,0,68,11474.21052631579
Abra,2022,1,Male,0,106,10508.142857142859
Abra,2022,2,Female,0,59,12516.9375
Abra,2022,2,Male,0,63,10537.095238095239
Abra,2022,3,Female,0,60,10853.142857142859
Abra,2022,3,Male,0,85,10286
Abra,2022,4,Female,0,48,13339.642857142859
Abra,2022,4,Male,0,65,10758.190476190477
Abra,2022,5,Female,0,71,11170.78947368421
Abra,2022,5,Male,0,74,10553.136363636362
Abra,2022,6,Female,0,60,11208.176470588234
Abra,2022,6,Male,0,91,10253.304347826086
Abra,2022,7,Female,0,58,12616.42857142857
Abra,2022,7,Male,0,68,10768.809523809523
Abra,2022,8,Female,0,54,12141.6875
Abra,2022,8,Male,0,47,11106.882352941178
Abra,2022,9,Female,0,75,10033.458333333332
Abra,2022,9,Male,0,79,11058.3
Abra,2022,10,Female,0,54,10609.65
Abra,2022,10,Male,0,62,11507.222222222223
Abra,2022,11,Female,0,60,11019.65
Abra,2022,11,Male,0,70,10952.5
Abra,2022,12,Female,0,59,10498.57142857143
Abra,2022,12,Male,0,82,10622.42857142857
Agusan del Norte,2006,1,Female,0,115,53516.33333333333
Agusan del Norte,2006,1,Male,0,195,53516.33333333333
Agusan del Norte,2006,2,Female,0,95,56476.45454545455
Agusan del Norte,2006,2,Male,0,145,56951
Agusan del Norte,2006,3,Female,0,94,60439.30000000001
Agusan del Norte,2006,3,Male,0,172,64112
Agusan del Norte,2006,4,Female,0,85,56476.45454545455
Agusan del Norte,2006,4,Male,0,145,53516.33333333333
Agusan del Norte,2006,5,Female,0,110,56476.45454545455
Agusan del Norte,2006,5,Male,0,167,53516.33333333333
Agusan del Norte,2006,6,Female,0,110,56524.54545454545
Agusan del Norte,2006,6,Male,0,169,53516.33333333333
Agusan del Norte,2006,7,Female,0,112,53516.33333333333
Agusan del Norte,2006,7,Male,0,162,56524.54545454545
Agusan del Norte,2006,8,Female,0,94,65008.8888888889
Agusan del Norte,2006,8,Male,0,195,53516.33333333333
Agusan del Norte,2006,9,Female,0,106,60028.90000000001
Agusan del Norte,2006,9,Male,0,184,55940
Agusan del Norte,2006,10,Female,0,114,56428.63636363637
Agusan del Norte,2006,10,Male,0,161,53516.33333333333
Agusan del Norte,2006,11,Female,0,111,60386.40000000001
Agusan del Norte,2006,11,Male,0,167,53516.33333333333
Agusan del Norte,2006,12,Female,0,97,59858.19999999999
Agusan del Norte,2006,12,Male,0,158,56214.81818181819
Agusan del Norte,2007,1,Female,0,118,53516.33333333333
Agusan del Norte,2007,1,Male,0,171,53516.33333333333
Agusan del Norte,2007,2,Female,0,105,56524.54545454545
Agusan del Norte,2007,2,Male,0,144,53516.33333333333
Agusan del Norte,2007,3,Female,0,96,59796.30000000001
Agusan del Norte,2007,3,Male,0,149,53516.33333333333
Agusan del Norte,2007,4,Female,0,106,60550.59999999999
Agusan del Norte,2007,4,Male,0,144,56476.45454545455
Agusan del Norte,2007,5,Female,0,117,55940
Agusan del Norte,2007,5,Male,0,177,53516.33333333333
Agusan del Norte,2007,6,Female,0,95,63453.44444444445
Agusan del Norte,2007,6,Male,0,150,56476.45454545455
Agusan del Norte,2007,7,Female,0,129,60081.5
Agusan del Norte,2007,7,Male,0,164,53516.33333333333
Agusan del Norte,2007,8,Female,0,90,53516.33333333333
Agusan del Norte,2007,8,Male,0,144,53516.33333333333
Agusan del Norte,2007,9,Female,0,91,53516.33333333333
Agusan del Norte,2007,9,Male,0,136,59555.90000000001
Agusan del Norte,2007,10,Female,0,102,60146
Agusan del Norte,2007,10,Male,0,167,53516.33333333333
Agusan del Norte,2007,11,Female,0,104,56801.72727272728
Agusan del Norte,2007,11,Male,0,151,56524.54545454545
Agusan del Norte,2007,12,Female,0,126,53516.33333333333
Agusan del Norte,2007,12,Male,0,164,55940
Agusan del Norte,2008,1,Female,0,116,63844.8888888889
Agusan del Norte,2008,1,Male,0,184,55940
Agusan del Norte,2008,2,Female,0,99,60603.5
Agusan del Norte,2008,2,Male,0,148,53516.33333333333
Agusan del Norte,2008,3,Female,0,136,59555.90000000001
Agusan del Norte,2008,3,Male,0,172,53516.33333333333
Agusan del Norte,2008,4,Female,0,118,59491.40000000001
Agusan del Norte,2008,4,Male,0,176,60550.59999999999
Agusan del Norte,2008,5,Female,0,124,56476.45454545455
Agusan del Norte,2008,5,Male,0,140,56524.54545454545
Agusan del Norte,2008,6,Female,0,98,56951
Agusan del Norte,2008,6,Male,0,145,53516.33333333333
Agusan del Norte,2008,7,Female,0,91,65347.66666666667
Agusan del Norte,2008,7,Male,0,161,56476.45454545455
Agusan del Norte,2008,8,Female,0,107,56951
Agusan del Norte,2008,8,Male,0,168,53516.33333333333
Agusan del Norte,2008,9,Female,0,105,59796.30000000001
Agusan del Norte,2008,9,Male,0,177,53516.33333333333
Agusan del Norte,2008,10,Female,0,103,59960.5
Agusan del Norte,2008,10,Male,0,162,56524.54545454545
Agusan del Norte,2008,11,Female,0,111,56801.72727272728
Agusan del Norte,2008,11,Male,0,174,53516.33333333333
Agusan del Norte,2008,12,Female,0,116,56476.45454545455
Agusan del Norte,2008,12,Male,0,150,53516.33333333333
Agusan del Norte,2009,1,Female,0,128,60386.40000000001
Agusan del Norte,2009,1,Male,0,178,53516.33333333333
Agusan del Norte,2009,2,Female,0,96,56801.72727272728
Agusan del Norte,2009,2,Male,0,141,56951
Agusan del Norte,2009,3,Female,0,115,56214.81818181819
Agusan del Norte,2009,3,Male,0,185,56951
Agusan del Norte,2009,4,Female,0,111,69440.875
Agusan del Norte,2009,4,Male,0,157,53516.33333333333
Agusan del Norte,2009,5,Female,0,143,53516.33333333333
Agusan del Norte,2009,5,Male,0,179,53516.33333333333
Agusan del Norte,2009,6,Female,0,129,53516.33333333333
Agusan del Norte,2009,6,Male,0,167,53516.33333333333
Agusan del Norte,2009,7,Female,0,109,60098.59999999999
Agusan del Norte,2009,7,Male,0,172,53516.33333333333
Agusan del Norte,2009,8,Female,0,98,59438.5
Agusan del Norte,2009,8,Male,0,197,53516.33333333333
Agusan del Norte,2009,9,Female,0,97,53516.33333333333
Agusan del Norte,2009,9,Male,0,173,53516.33333333333
Agusan del Norte,2009,10,Female,0,100,56951
Agusan del Norte,2009,10,Male,0,152,53516.33333333333
Agusan del Norte,2009,11,Female,0,87,60386.40000000001
Agusan del Norte,2009,11,Male,0,167,53516.33333333333
Agusan del Norte,2009,12,Female,0,114,53516.33333333333
Agusan del Norte,2009,12,Male,0,180,53516.33333333333
Agusan del Norte,2010,1,Female,0,106,55940
Agusan del Norte,2010,1,Male,0,180,53516.33333333333
Agusan del Norte,2010,2,Female,0,130,53516.33333333333
Agusan del Norte,2010,2,Male,0,157,53516.33333333333
Agusan del Norte,2010,3,Female,0,114,53516.33333333333
Agusan del Norte,2010,3,Male,0,187,53516.33333333333
Agusan del Norte,2010,4,Female,0,105,64112
Agusan del Norte,2010,4,Male,0,179,53516.33333333333
Agusan del Norte,2010,5,Female,0,131,53516.33333333333
Agusan del Norte,2010,5,Male,0,186,53516.33333333333
Agusan del Norte,2010,6,Female,0,111,60081.5
Agusan del Norte,2010,6,Male,0,155,53516.33333333333
Agusan del Norte,2010,7,Female,0,125,56524.54545454545
Agusan del Norte,2010,7,Male,0,160,53516.33333333333
Agusan del Norte,2010,8,Female,0,119,53516.33333333333
Agusan del Norte,2010,8,Male,0,166,53516.33333333333
Agusan del Norte,2010,9,Female,0,130,53516.33333333333
Agusan del Norte,2010,9,Male,0,155,53516.33333333333
Agusan del Norte,2010,10,Female,0,133,53516.33333333333
Agusan del Norte,2010,10,Male,0,163,56951
Agusan del Norte,2010,11,Female,0,108,56476.45454545455
Agusan del Norte,2010,11,Male,0,150,53516.33333333333
Agusan del Norte,2010,12,Female,0,143,53516.33333333333
Agusan del Norte,2010,12,Male,0,192,53516.33333333333
Agusan del Norte,2011,1,Female,0,139,53516.33333333333
Agusan del Norte,2011,1,Male,0,211,53516.33333333333
Agusan del Norte,2011,2,Female,0,128,53516.33333333333
Agusan del Norte,2011,2,Male,0,173,53516.33333333333
Agusan del Norte,2011,3,Female,0,136,55940
Agusan del Norte,2011,3,Male,0,176,53516.33333333333
Agusan del Norte,2011,4,Female,0,124,56801.72727272728
Agusan del Norte,2011,4,Male,0,203,53516.33333333333
Agusan del Norte,2011,5,Female,0,136,56524.54545454545
Agusan del Norte,2011,5,Male,0,178,56214.81818181819
Agusan del Norte,2011,6,Female,0,137,56583.18181818181
Agusan del Norte,2011,6,Male,0,176,53516.33333333333
Agusan del Norte,2011,7,Female,0,139,56428.63636363637
Agusan del Norte,2011,7,Male,0,179,53516.33333333333
Agusan del Norte,2011,8,Female,0,121,56476.45454545455
Agusan del Norte,2011,8,Male,0,157,53516.33333333333
Agusan del Norte,2011,9,Female,0,128,53516.33333333333
Agusan del Norte,2011,9,Male,0,165,53516.33333333333
Agusan del Norte,2011,10,Female,0,138,65406.44444444445
Agusan del Norte,2011,10,Male,0,190,53516.33333333333
Agusan del Norte,2011,11,Female,0,116,56951
Agusan del Norte,2011,11,Male,0,162,53516.33333333333
Agusan del Norte,2011,12,Female,1,122,53516.33333333333
Agusan del Norte,2011,12,Male,1,198,53516.33333333333
Agusan del Norte,2012,1,Female,0,153,53516.33333333333
Agusan del Norte,2012,1,Male,0,218,53516.33333333333
Agusan del Norte,2012,2,Female,0,128,53516.33333333333
Agusan del Norte,2012,2,Male,0,181,53516.33333333333
Agusan del Norte,2012,3,Female,0,132,55940
Agusan del Norte,2012,3,Male,0,186,53516.33333333333
Agusan del Norte,2012,4,Female,0,116,56951
Agusan del Norte,2012,4,Male,0,181,53516.33333333333
Agusan del Norte,2012,5,Female,1,150,53516.33333333333
Agusan del Norte,2012,5,Male,1,218,53516.33333333333
Agusan del Norte,2012,6,Female,0,124,53516.33333333333
Agusan del Norte,2012,6,Male,0,197,56476.45454545455
Agusan del Norte,2012,7,Female,0,136,53516.33333333333
Agusan del Norte,2012,7,Male,0,201,53516.33333333333
Agusan del Norte,2012,8,Female,0,113,56951
Agusan del Norte,2012,8,Male,0,194,56801.72727272728
