...1,ADM2_id,date_time_max_wind,vmax_sust,vmax_gust,sust_dur,gust_dur,sid,storm_id,usa_atcf_id,vmax_sust_knots,cyclone_category,year,month,day,adm2_name,adm2_merge_key
17873,2640588B50983171828902,2008-09-30T17:00:00Z,8.48842182855827,12.6477485245518,0,0,2008272N08139,Higos-2008,WP212008,16.500133887224706,Below Tropical Storm,2008,9,30,Romblon,Romblon
17874,2640588B23016389281073,2008-09-30T09:00:00Z,13.0275633822908,19.4110694396133,0,0,2008272N08139,Higos-2008,WP212008,25.32349880503215,Below Tropical Storm,2008,9,30,Samar,Samar
17875,2640588B5697622806390,2008-09-30T00:30:00Z,1.7375604430377,2.58896506012617,0,0,2008272N08139,Higos-2008,WP212008,3.377539491594403,Below Tropical Storm,2008,9,30,Sarangani,Sarangani
17876,2640588B8507173896697,2008-09-30T09:00:00Z,3.65933907378431,5.45241521993862,0,0,2008272N08139,Higos-2008,WP212008,7.113169665184893,Below Tropical Storm,2008,9,30,Siquijor,Siquijor
17877,2640588B8238689001419,2008-09-30T17:00:00Z,13.3373462867628,19.8726459672765,0,0,2008272N08139,Higos-2008,WP212008,25.925667206061004,Below Tropical Storm,2008,9,30,Sorsogon,Sorsogon
17878,2640588B59746130391756,2008-09-30T00:30:00Z,1.91498907811189,2.85333372638672,0,0,2008272N08139,Higos-2008,WP212008,3.722432369597016,Below Tropical Storm,2008,9,30,South Cotabato,South Cotabato
17879,2640588B85389361952197,2008-09-30T07:30:00Z,6.84413515056372,10.1977613743399,0,0,2008272N08139,Higos-2008,WP212008,13.303903671071781,Below Tropical Storm,2008,9,30,Southern Leyte,Southern Leyte
17880,2640588B7308386302326,2008-09-30T17:00:00Z,0.656497972269055,0.978181978680892,0,0,2008272N08139,Higos-2008,WP212008,1.27612701841548,Below Tropical Storm,2008,9,30,Sulu,Sulu
17881,2640588B80080860218245,2008-09-30T01:00:00Z,6.79985655763322,10.1317862708735,0,0,2008272N08139,Higos-2008,WP212008,13.217833170989758,Below Tropical Storm,2008,9,30,Surigao del Norte,Surigao del Norte
17882,2640588B11290582279728,2008-09-30T00:00:00Z,5.54972046975535,8.26908349993547,0,0,2008272N08139,Higos-2008,WP212008,10.78776863792924,Below Tropical Storm,2008,9,30,Surigao del Sur,Surigao del Sur
17883,2640588B80128813909947,2008-10-01T11:45:00Z,10.2307873469021,15.2438731468841,0,0,2008272N08139,Higos-2008,WP212008,19.887013676402177,Below Tropical Storm,2008,10,1,Tarlac,Tarlac
17884,2640588B18152609363823,2008-09-30T17:00:00Z,0.438423123700072,0.653250454313108,0,0,2008272N08139,Higos-2008,WP212008,0.852224404773148,Below Tropical Storm,2008,9,30,Tawi-Tawi,Tawi-Tawi
17885,2640588B17055181338626,2008-10-01T16:15:00Z,9.17139878425823,13.6653841885448,0,0,2008272N08139,Higos-2008,WP212008,17.827731812792518,Below Tropical Storm,2008,10,1,Zambales,Zambales
17886,2640588B39288775379873,2008-09-30T09:00:00Z,1.7948454233851,2.6743196808438,0,0,2008272N08139,Higos-2008,WP212008,3.4888923277928927,Below Tropical Storm,2008,9,30,Zamboanga del Norte,Zamboanga del Norte
17887,2640588B82692599034098,2008-09-30T09:00:00Z,2.12795538327132,3.17065352107427,0,0,2008272N08139,Higos-2008,WP212008,4.136404792218123,Below Tropical Storm,2008,9,30,Zamboanga del Sur,Zamboanga del Sur
17888,2640588B82865823535715,2008-09-30T09:00:00Z,1.73166419086408,2.58017964438748,0,0,2008272N08139,Higos-2008,WP212008,3.366078120769233,Below Tropical Storm,2008,9,30,Zamboanga Sibugay,Zamboanga Sibugay
17889,2640588B11393510524278,2008-11-09T03:45:00Z,3.38357015093785,5.0415195248974,0,0,2008311N08128,Maysak-2008,WP242008,6.57711900219903,Below Tropical Storm,2008,11,9,Abra,Abra
17890,2640588B29392713909073,2008-11-06T00:30:00Z,5.52124272082244,8.22665165402544,0,0,2008311N08128,Maysak-2008,WP242008,10.732412450443492,Below Tropical Storm,2008,11,6,Agusan del Norte,Agusan del Norte
17891,2640588B20221108717018,2008-11-05T20:15:00Z,4.6315036875774,6.90094049449032,0,0,2008311N08128,Maysak-2008,WP242008,9.002902128060454,Below Tropical Storm,2008,11,5,Agusan del Sur,Agusan del Sur
17892,2640588B21218366338371,2008-11-06T10:30:00Z,9.34907043723431,13.9301149514791,0,0,2008311N08128,Maysak-2008,WP242008,18.173097078713543,Below Tropical Storm,2008,11,6,Aklan,Aklan
17893,2640588B82697045094820,2008-11-06T15:00:00Z,4.0138174797467,5.98058804482258,0,0,2008311N08128,Maysak-2008,WP242008,7.802218969830824,Below Tropical Storm,2008,11,6,Albay,Albay
17894,2640588B32523752073662,2008-11-06T11:30:00Z,8.07206986481543,12.027384098575,0,0,2008311N08128,Maysak-2008,WP242008,15.690812286022828,Below Tropical Storm,2008,11,6,Antique,Antique
17895,2640588B24165862747597,2008-11-09T03:45:00Z,2.92510530648563,4.3584069066636,0,0,2008311N08128,Maysak-2008,WP242008,5.685936698959027,Below Tropical Storm,2008,11,9,Apayao,Apayao
17896,2640588B82822310999177,2008-11-06T20:30:00Z,3.21736127026378,4.79386829269303,0,0,2008311N08128,Maysak-2008,WP242008,6.254035531589547,Below Tropical Storm,2008,11,6,Aurora,Aurora
17897,2640588B29921835743372,2008-11-06T08:15:00Z,1.45734630955605,2.17144600123852,0,0,2008311N08128,Maysak-2008,WP242008,2.8328480503674323,Below Tropical Storm,2008,11,6,Basilan,Basilan
17898,2640588B97763445928490,2008-11-06T23:30:00Z,6.18612116407843,9.21732053447686,0,0,2008311N08128,Maysak-2008,WP242008,12.024829763582215,Below Tropical Storm,2008,11,6,Bataan,Bataan
17899,2640588B23864872837062,2008-11-09T04:00:00Z,1.6511564156009,2.46022305924535,0,0,2008311N08128,Maysak-2008,WP242008,3.2095838869016533,Below Tropical Storm,2008,11,9,Batanes,Batanes
17900,2640588B63294043497895,2008-11-06T19:00:00Z,7.09488438032707,10.5713777266873,0,0,2008311N08128,Maysak-2008,WP242008,13.791320053854971,Below Tropical Storm,2008,11,6,Batangas,Batangas
17901,2640588B49362051778248,2008-11-09T11:30:00Z,3.29673964393971,4.91214206947018,0,0,2008311N08128,Maysak-2008,WP242008,6.408334389475766,Below Tropical Storm,2008,11,9,Benguet,Benguet
17902,2640588B24635602844812,2008-11-06T04:00:00Z,5.70528094037234,8.50086860115479,0,0,2008311N08128,Maysak-2008,WP242008,11.09015330313337,Below Tropical Storm,2008,11,6,Biliran,Biliran
17903,2640588B19040020708567,2008-11-06T03:00:00Z,9.15757889077028,13.6447925472477,0,0,2008311N08128,Maysak-2008,WP242008,17.8008681510349,Below Tropical Storm,2008,11,6,Bohol,Bohol
17904,2640588B97736443103823,2008-11-06T01:00:00Z,3.25893501859724,4.85581317770988,0,0,2008311N08128,Maysak-2008,WP242008,6.334848246550059,Below Tropical Storm,2008,11,6,Bukidnon,Bukidnon
17905,2640588B70472166839855,2008-11-06T21:00:00Z,5.24058952242579,7.80847838841443,0,0,2008311N08128,Maysak-2008,WP242008,10.186867537272146,Below Tropical Storm,2008,11,6,Bulacan,Bulacan
17906,2640588B33083527354868,2008-11-09T03:45:00Z,2.97955532238258,4.43953743035004,0,0,2008311N08128,Maysak-2008,WP242008,5.791778817860155,Below Tropical Storm,2008,11,9,Cagayan,Cagayan
17907,2640588B74898440822212,2008-11-06T17:00:00Z,4.02205631072572,5.99286390298133,0,0,2008311N08128,Maysak-2008,WP242008,7.818233939041083,Below Tropical Storm,2008,11,6,Camarines Norte,Camarines Norte
17908,2640588B57655195310467,2008-11-06T16:45:00Z,3.89958869441259,5.81038715467476,0,0,2008311N08128,Maysak-2008,WP242008,7.58017648774697,Below Tropical Storm,2008,11,6,Camarines Sur,Camarines Sur
17909,2640588B70398489528347,2008-11-06T01:00:00Z,6.42653637674696,9.57553920135296,0,0,2008311N08128,Maysak-2008,WP242008,12.492158470575811,Below Tropical Storm,2008,11,6,Camiguin,Camiguin
17910,2640588B34459645926333,2008-11-06T10:30:00Z,9.1066819421174,13.5689560937549,0,0,2008311N08128,Maysak-2008,WP242008,17.701932626365487,Below Tropical Storm,2008,11,6,Capiz,Capiz
17911,2640588B14186532473464,2008-11-06T15:45:00Z,2.94226010798003,4.38396756089025,0,0,2008311N08128,Maysak-2008,WP242008,5.7192828882959015,Below Tropical Storm,2008,11,6,Catanduanes,Catanduanes
17912,2640588B43067672764099,2008-11-06T20:15:00Z,6.8245171952866,10.168530620977,0,0,2008311N08128,Maysak-2008,WP242008,13.265769504885906,Below Tropical Storm,2008,11,6,Cavite,Cavite
17913,2640588B97548260432831,2008-11-06T03:45:00Z,10.2120712664718,15.215986187043,0,0,2008311N08128,Maysak-2008,WP242008,19.850632610618543,Below Tropical Storm,2008,11,6,Cebu,Cebu
17914,2640588B50898058307541,2008-11-06T08:15:00Z,1.49430721068319,2.22651774391795,0,0,2008311N08128,Maysak-2008,WP242008,2.904694128414412,Below Tropical Storm,2008,11,6,City of Isabela,City of Isabela
17915,2640588B76140513385915,2008-11-05T19:00:00Z,3.54320134415836,5.27937000279595,0,0,2008311N08128,Maysak-2008,WP242008,6.887416500828786,Below Tropical Storm,2008,11,5,Compostela Valley,Compostela Valley
17916,2640588B30235147478886,2008-11-06T01:15:00Z,2.48732561652054,3.7061151686156,0,0,2008311N08128,Maysak-2008,WP242008,4.834963026417287,Below Tropical Storm,2008,11,6,Cotabato,Cotabato
17917,2640588B312406433782,2008-11-06T02:30:00Z,2.23291382204696,3.32704159484997,0,0,2008311N08128,Maysak-2008,WP242008,4.340427203847764,Below Tropical Storm,2008,11,6,Cotabato City,Cotabato City
17918,2640588B4700873759555,2008-11-05T19:30:00Z,3.34275837322768,4.98070997610925,0,0,2008311N08128,Maysak-2008,WP242008,6.497787436214894,Below Tropical Storm,2008,11,5,Davao del Norte,Davao del Norte
17919,2640588B9806973652018,2008-11-05T19:30:00Z,2.59101047957721,3.86060561457005,0,0,2008311N08128,Maysak-2008,WP242008,5.036509810621364,Below Tropical Storm,2008,11,5,Davao del Sur,Davao del Sur
17920,2640588B86868332888935,2008-11-05T19:00:00Z,1.83884147877968,2.73987380338173,0,0,2008311N08128,Maysak-2008,WP242008,3.5744136201110934,Below Tropical Storm,2008,11,5,Davao Occidental,Davao Occidental
17921,2640588B31007762864019,2008-11-05T19:00:00Z,3.47701751989097,5.18075610463754,0,0,2008311N08128,Maysak-2008,WP242008,6.758765735864863,Below Tropical Storm,2008,11,5,Davao Oriental,Davao Oriental
17922,2640588B17428979589921,2008-11-05T20:30:00Z,8.3877007051631,12.497674050693,0,0,2008311N08128,Maysak-2008,WP242008,16.30434813872424,Below Tropical Storm,2008,11,5,Dinagat Islands,Dinagat Islands
17923,2640588B94499067384006,2008-11-06T00:30:00Z,5.00538323384237,7.45802101842513,0,0,2008311N08128,Maysak-2008,WP242008,9.729664145272151,Below Tropical Storm,2008,11,6,Eastern Samar,Eastern Samar
17924,2640588B8298467794963,2008-11-06T08:15:00Z,8.2816829769635,12.3397076356756,0,0,2008311N08128,Maysak-2008,WP242008,16.098266637940732,Below Tropical Storm,2008,11,6,Guimaras,Guimaras
17925,2640588B2684850326122,2008-11-09T11:30:00Z,2.90471625821306,4.32802722473746,0,0,2008311N08128,Maysak-2008,WP242008,5.6463036513648746,Below Tropical Storm,2008,11,9,Ifugao,Ifugao
17926,2640588B45258001695711,2008-11-09T03:45:00Z,3.4381261191463,5.12280791752799,0,0,2008311N08128,Maysak-2008,WP242008,6.683167075441344,Below Tropical Storm,2008,11,9,Ilocos Norte,Ilocos Norte
17927,2640588B69318666079956,2008-11-09T11:15:00Z,3.54010765983854,5.27476041315942,0,0,2008311N08128,Maysak-2008,WP242008,6.881402873500548,Below Tropical Storm,2008,11,9,Ilocos Sur,Ilocos Sur
17928,2640588B17162343229623,2008-11-06T09:15:00Z,9.48633874343398,14.1346447277166,0,0,2008311N08128,Maysak-2008,WP242008,18.439924703036706,Below Tropical Storm,2008,11,6,Iloilo,Iloilo
17929,2640588B52568839586340,2008-11-07T00:00:00Z,2.25578828016025,3.36112453743878,0,0,2008311N08128,Maysak-2008,WP242008,4.384891490506701,Below Tropical Storm,2008,11,7,Isabela,Isabela
17930,2640588B22535822566030,2008-11-09T11:30:00Z,2.8150161670821,4.19437408895233,0,0,2008311N08128,Maysak-2008,WP242008,5.471941026220869,Below Tropical Storm,2008,11,9,Kalinga,Kalinga
17931,2640588B50881283310688,2008-11-09T11:30:00Z,3.64901040897065,5.43702550936627,0,0,2008311N08128,Maysak-2008,WP242008,7.093092393373508,Below Tropical Storm,2008,11,9,La Union,La Union
17932,2640588B29584406601254,2008-11-06T18:45:00Z,5.73555003302058,8.54596954920066,0,0,2008311N08128,Maysak-2008,WP242008,11.148991576186724,Below Tropical Storm,2008,11,6,Laguna,Laguna
17933,2640588B52014741175725,2008-11-06T02:45:00Z,3.0704392704813,4.57495451301714,0,0,2008311N08128,Maysak-2008,WP242008,5.96844267153237,Below Tropical Storm,2008,11,6,Lanao del Norte,Lanao del Norte
17934,2640588B65127685102762,2008-11-06T02:30:00Z,2.84069768774208,4.2326395547357,0,0,2008311N08128,Maysak-2008,WP242008,5.521861793340565,Below Tropical Storm,2008,11,6,Lanao del Sur,Lanao del Sur
17935,2640588B34650846802583,2008-11-06T02:45:00Z,6.66297699639383,9.9278357246268,0,0,2008311N08128,Maysak-2008,WP242008,12.951761204670182,Below Tropical Storm,2008,11,6,Leyte,Leyte
17936,2640588B76798451045250,2008-11-06T02:15:00Z,1.98864757843952,2.96308489187489,0,0,2008311N08128,Maysak-2008,WP242008,3.8656127088738765,Below Tropical Storm,2008,11,6,Maguindanao,Maguindanao
17937,2640588B36383122170471,2008-11-06T17:15:00Z,5.96429345557948,8.88679724881342,0,0,2008311N08128,Maysak-2008,WP242008,11.593632190693617,Below Tropical Storm,2008,11,6,Marinduque,Marinduque
17938,2640588B67488359993346,2008-11-06T10:30:00Z,5.07162943680602,7.55672786084097,0,0,2008311N08128,Maysak-2008,WP242008,9.858436164441015,Below Tropical Storm,2008,11,6,Masbate,Masbate
17939,2640588B78942230860818,2008-11-06T04:00:00Z,3.04349874763955,4.53481313398293,0,0,2008311N08128,Maysak-2008,WP242008,5.916074605611662,Below Tropical Storm,2008,11,6,Misamis Occidental,Misamis Occidental
17940,2640588B53733148454792,2008-11-06T01:00:00Z,4.74108411358654,7.06421532924395,0,0,2008311N08128,Maysak-2008,WP242008,9.21590894335406,Below Tropical Storm,2008,11,6,Misamis Oriental,Misamis Oriental
17941,2640588B69436428808540,2008-11-09T11:30:00Z,3.04383186652991,4.53530948112957,0,0,2008311N08128,Maysak-2008,WP242008,5.9167221354355,Below Tropical Storm,2008,11,9,Mountain Province,Mountain Province
17942,2640588B65314213268917,2008-11-06T20:30:00Z,5.58709095281583,8.32476551969559,0,0,2008311N08128,Maysak-2008,WP242008,10.860410877721522,Below Tropical Storm,2008,11,6,"NCR, City of Manila, First District","NCR, City of Manila, First District"
17943,2640588B20861121251971,2008-11-06T20:00:00Z,5.76474181434017,8.58946530336685,0,0,2008311N08128,Maysak-2008,WP242008,11.205735728386996,Below Tropical Storm,2008,11,6,"NCR, Fourth District","NCR, Fourth District"
17944,2640588B12869096786612,2008-11-06T20:15:00Z,5.39610052714264,8.04018978544254,0,0,2008311N08128,Maysak-2008,WP242008,10.48915604868095,Below Tropical Storm,2008,11,6,"NCR, Second District","NCR, Second District"
17945,2640588B11276327116073,2008-11-06T20:45:00Z,5.29891761696558,7.89538724927872,0,0,2008311N08128,Maysak-2008,WP242008,10.300248020562373,Below Tropical Storm,2008,11,6,"NCR, Third District","NCR, Third District"
17946,2640588B49335496833592,2008-11-06T06:30:00Z,7.96138789639186,11.8624679656239,0,0,2008311N08128,Maysak-2008,WP242008,15.475664248522353,Below Tropical Storm,2008,11,6,Negros Occidental,Negros Occidental
17947,2640588B56610026740587,2008-11-06T06:15:00Z,6.16599708398278,9.18733565513434,0,0,2008311N08128,Maysak-2008,WP242008,11.985711771729086,Below Tropical Storm,2008,11,6,Negros Oriental,Negros Oriental
17948,2640588B89959078713723,2008-11-06T05:15:00Z,4.05773141960539,6.04601981521202,0,0,2008311N08128,Maysak-2008,WP242008,7.887580642685741,Below Tropical Storm,2008,11,6,Northern Samar,Northern Samar
17949,2640588B46982966730152,2008-11-06T23:45:00Z,4.01956042375848,5.98914503140013,0,0,2008311N08128,Maysak-2008,WP242008,7.813382334118684,Below Tropical Storm,2008,11,6,Nueva Ecija,Nueva Ecija
17950,2640588B36229801410553,2008-11-07T00:00:00Z,3.2682159343276,4.86964174214812,0,0,2008311N08128,Maysak-2008,WP242008,6.352888861783362,Below Tropical Storm,2008,11,7,Nueva Vizcaya,Nueva Vizcaya
17951,2640588B90196487973168,2008-11-06T18:00:00Z,10.2745570083809,15.3090899424875,0,0,2008311N08128,Maysak-2008,WP242008,19.97209489517113,Below Tropical Storm,2008,11,6,Occidental Mindoro,Occidental Mindoro
17952,2640588B63893974857560,2008-11-06T15:45:00Z,10.5770806563578,15.7598501779732,0,0,2008311N08128,Maysak-2008,WP242008,20.560152463054546,Below Tropical Storm,2008,11,6,Oriental Mindoro,Oriental Mindoro
17953,2640588B20950743061684,2008-11-06T17:15:00Z,6.28347124080162,9.36237214879442,0,0,2008311N08128,Maysak-2008,WP242008,12.214062736719821,Below Tropical Storm,2008,11,6,Palawan,Palawan
17954,2640588B20595662599865,2008-11-06T23:15:00Z,5.41964225740987,8.07526696354071,0,0,2008311N08128,Maysak-2008,WP242008,10.534917405643602,Below Tropical Storm,2008,11,6,Pampanga,Pampanga
17955,2640588B43628149657030,2008-11-09T11:30:00Z,4.01602156776465,5.98387213596933,0,0,2008311N08128,Maysak-2008,WP242008,7.806503364283637,Below Tropical Storm,2008,11,9,Pangasinan,Pangasinan
17956,2640588B64856500371355,2008-11-06T18:00:00Z,5.45991600060587,8.13527484090275,0,0,2008311N08128,Maysak-2008,WP242008,10.613203118617713,Below Tropical Storm,2008,11,6,Quezon,Quezon
17957,2640588B94420346402626,2008-11-07T00:00:00Z,2.93805777893656,4.37770609061548,0,0,2008311N08128,Maysak-2008,WP242008,5.711114233008042,Below Tropical Storm,2008,11,7,Quirino,Quirino
17958,2640588B36426397400836,2008-11-06T20:00:00Z,5.19152980452623,7.73537940874408,0,0,2008311N08128,Maysak-2008,WP242008,10.091503295230266,Below Tropical Storm,2008,11,6,Rizal,Rizal
17959,2640588B50983171828902,2008-11-06T13:45:00Z,6.38136847523179,9.50823902809537,0,0,2008311N08128,Maysak-2008,WP242008,12.404359296894564,Below Tropical Storm,2008,11,6,Romblon,Romblon
17960,2640588B23016389281073,2008-11-06T03:00:00Z,4.63979225594628,6.91329046135996,0,0,2008311N08128,Maysak-2008,WP242008,9.019013778798618,Below Tropical Storm,2008,11,6,Samar,Samar
17961,2640588B5697622806390,2008-11-06T01:45:00Z,1.58242632273229,2.35781522087112,0,0,2008311N08128,Maysak-2008,WP242008,3.0759835831799345,Below Tropical Storm,2008,11,6,Sarangani,Sarangani
17962,2640588B8507173896697,2008-11-06T04:15:00Z,4.79057005255782,7.13794937831116,0,0,2008311N08128,Maysak-2008,WP242008,9.312101690963994,Below Tropical Storm,2008,11,6,Siquijor,Siquijor
17963,2640588B8238689001419,2008-11-06T10:30:00Z,4.3050982571461,6.41459640314768,0,0,2008311N08128,Maysak-2008,WP242008,8.368422196170876,Below Tropical Storm,2008,11,6,Sorsogon,Sorsogon
17964,2640588B59746130391756,2008-11-06T01:45:00Z,1.75086851624369,2.6087940892031,0,0,2008311N08128,Maysak-2008,WP242008,3.4034082566151347,Below Tropical Storm,2008,11,6,South Cotabato,South Cotabato
17965,2640588B85389361952197,2008-11-06T00:30:00Z,9.09154205178845,13.5463976571648,0,0,2008311N08128,Maysak-2008,WP242008,17.67250310194846,Below Tropical Storm,2008,11,6,Southern Leyte,Southern Leyte
17966,2640588B7308386302326,2008-11-06T09:15:00Z,0.958090668040153,1.42755509537983,0,0,2008311N08128,Maysak-2008,WP242008,1.862374964163171,Below Tropical Storm,2008,11,6,Sulu,Sulu
17967,2640588B80080860218245,2008-11-05T21:45:00Z,8.15600643242275,12.1524495843099,0,0,2008311N08128,Maysak-2008,WP242008,15.853971543600638,Below Tropical Storm,2008,11,5,Surigao del Norte,Surigao del Norte
17968,2640588B11290582279728,2008-11-05T19:00:00Z,6.09577025289336,9.0826976768111,0,0,2008311N08128,Maysak-2008,WP242008,11.84920204838423,Below Tropical Storm,2008,11,5,Surigao del Sur,Surigao del Sur
17969,2640588B80128813909947,2008-11-07T00:00:00Z,4.69603511781327,6.99709232554178,0,0,2008311N08128,Maysak-2008,WP242008,9.128340903410148,Below Tropical Storm,2008,11,7,Tarlac,Tarlac
17970,2640588B18152609363823,2008-11-06T22:00:00Z,0.672648226858913,1.00224585801978,0,0,2008311N08128,Maysak-2008,WP242008,1.3075205292974295,Below Tropical Storm,2008,11,6,Tawi-Tawi,Tawi-Tawi
17971,2640588B17055181338626,2008-11-07T00:30:00Z,4.87667342399201,7.2662434017481,0,0,2008311N08128,Maysak-2008,WP242008,9.479472868492628,Below Tropical Storm,2008,11,7,Zambales,Zambales
17972,2640588B39288775379873,2008-11-06T08:00:00Z,2.53581951412599,3.77837107604772,0,0,2008311N08128,Maysak-2008,WP242008,4.929227404338664,Below Tropical Storm,2008,11,6,Zamboanga del Norte,Zamboanga del Norte
17973,2640588B82692599034098,2008-11-06T07:00:00Z,2.62570022131206,3.91229332975498,0,0,2008311N08128,Maysak-2008,WP242008,5.103941118195235,Below Tropical Storm,2008,11,6,Zamboanga del Sur,Zamboanga del Sur
17974,2640588B82865823535715,2008-11-06T07:45:00Z,2.39020610626521,3.56140709833517,0,0,2008311N08128,Maysak-2008,WP242008,4.646178237602566,Below Tropical Storm,2008,11,6,Zamboanga Sibugay,Zamboanga Sibugay
17975,2640588B11393510524278,2009-05-07T13:45:00Z,17.2030110273675,25.6324864307775,0,0,2009123N10111,Chan-Hom-2009,WP022009,33.43990095543804,Below Tropical Storm,2009,5,7,Abra,Abra
17976,2640588B29392713909073,2009-05-08T06:30:00Z,1.05296712404319,1.56892101482436,0,0,2009123N10111,Chan-Hom-2009,WP022009,2.0467996144001144,Below Tropical Storm,2009,5,8,Agusan del Norte,Agusan del Norte
17977,2640588B20221108717018,2009-05-08T06:45:00Z,0.895339297229614,1.33405555287212,0,0,2009123N10111,Chan-Hom-2009,WP022009,1.740396339526813,Below Tropical Storm,2009,5,8,Agusan del Sur,Agusan del Sur
17978,2640588B21218366338371,2009-05-07T12:00:00Z,2.94722072634486,4.39135888225383,0,0,2009123N10111,Chan-Hom-2009,WP022009,5.728925536698193,Below Tropical Storm,2009,5,7,Aklan,Aklan
17979,2640588B82697045094820,2009-05-07T20:30:00Z,4.63306866037181,6.903272303954,0,0,2009123N10111,Chan-Hom-2009,WP022009,9.00594418477714,Below Tropical Storm,2009,5,7,Albay,Albay
17980,2640588B32523752073662,2009-05-07T11:30:00Z,2.69554991114264,4.01636936760253,0,0,2009123N10111,Chan-Hom-2009,WP022009,5.23971773927551,Below Tropical Storm,2009,5,7,Antique,Antique
17981,2640588B24165862747597,2009-05-07T14:15:00Z,12.3804250596334,18.4468333388537,0,0,2009123N10111,Chan-Hom-2009,WP022009,24.065565447917788,Below Tropical Storm,2009,5,7,Apayao,Apayao
17982,2640588B82822310999177,2009-05-07T15:30:00Z,17.6525259191431,26.3022636195232,0,0,2009123N10111,Chan-Hom-2009,WP022009,34.31368598266712,Tropical Storm / Severe Tropical Storm,2009,5,7,Aurora,Aurora
17983,2640588B29921835743372,2009-05-07T21:30:00Z,0.642803432268805,0.957777114080519,0,0,2009123N10111,Chan-Hom-2009,WP022009,1.2495070237813939,Below Tropical Storm,2009,5,7,Basilan,Basilan
17984,2640588B97763445928490,2009-05-07T10:00:00Z,16.2011437043785,24.139704119524,0,0,2009123N10111,Chan-Hom-2009,WP022009,31.4924311783191,Below Tropical Storm,2009,5,7,Bataan,Bataan
17985,2640588B23864872837062,2009-05-07T16:00:00Z,4.16045869467287,6.19908345506257,0,0,2009123N10111,Chan-Hom-2009,WP022009,8.08726602905291,Below Tropical Storm,2009,5,7,Batanes,Batanes
17986,2640588B63294043497895,2009-05-07T10:30:00Z,9.69019532825717,14.4383910391032,0,0,2009123N10111,Chan-Hom-2009,WP022009,18.836189286879417,Below Tropical Storm,2009,5,7,Batangas,Batangas
17987,2640588B49362051778248,2009-05-07T13:00:00Z,30.3305623128304,45.1925378461172,255,255,2009123N10111,Chan-Hom-2009,WP022009,58.95776024617224,Tropical Storm / Severe Tropical Storm,2009,5,7,Benguet,Benguet
17988,2640588B24635602844812,2009-05-08T06:00:00Z,2.51408603007473,3.74598818481135,0,0,2009123N10111,Chan-Hom-2009,WP022009,4.886980988700463,Below Tropical Storm,2009,5,8,Biliran,Biliran
17989,2640588B19040020708567,2009-05-08T06:00:00Z,1.46107065032979,2.17699526899139,0,0,2009123N10111,Chan-Hom-2009,WP022009,2.840087572937059,Below Tropical Storm,2009,5,8,Bohol,Bohol
17990,2640588B97736443103823,2009-05-08T06:30:00Z,0.793970837373804,1.18301654768697,0,0,2009123N10111,Chan-Hom-2009,WP022009,1.5433522725206952,Below Tropical Storm,2009,5,8,Bukidnon,Bukidnon
17991,2640588B70472166839855,2009-05-07T12:30:00Z,14.7421037956302,21.965734655489,0,0,2009123N10111,Chan-Hom-2009,WP022009,28.65629104209781,Below Tropical Storm,2009,5,7,Bulacan,Bulacan
17992,2640588B33083527354868,2009-05-07T14:15:00Z,11.1341553731641,16.5898915060144,0,0,2009123N10111,Chan-Hom-2009,WP022009,21.643016580571306,Below Tropical Storm,2009,5,7,Cagayan,Cagayan
17993,2640588B74898440822212,2009-05-07T20:30:00Z,6.43081067794802,9.58190791014255,0,0,2009123N10111,Chan-Hom-2009,WP022009,12.500467028222479,Below Tropical Storm,2009,5,7,Camarines Norte,Camarines Norte
17994,2640588B57655195310467,2009-05-07T20:30:00Z,6.08382588147343,9.06490056339542,0,0,2009123N10111,Chan-Hom-2009,WP022009,11.825984101443312,Below Tropical Storm,2009,5,7,Camarines Sur,Camarines Sur
17995,2640588B70398489528347,2009-05-08T06:15:00Z,1.15396412199735,1.71940654177605,0,0,2009123N10111,Chan-Hom-2009,WP022009,2.243121618903329,Below Tropical Storm,2009,5,8,Camiguin,Camiguin
17996,2640588B34459645926333,2009-05-07T12:00:00Z,2.64764530545987,3.94499150513521,0,0,2009123N10111,Chan-Hom-2009,WP022009,5.146598850565114,Below Tropical Storm,2009,5,7,Capiz,Capiz
17997,2640588B14186532473464,2009-05-08T05:15:00Z,5.7697205910519,8.59688368066733,0,0,2009123N10111,Chan-Hom-2009,WP022009,11.215413673710326,Below Tropical Storm,2009,5,8,Catanduanes,Catanduanes
17998,2640588B43067672764099,2009-05-07T10:15:00Z,11.8915829271803,17.7184585614986,0,0,2009123N10111,Chan-Hom-2009,WP022009,23.115334557170154,Below Tropical Storm,2009,5,7,Cavite,Cavite
17999,2640588B97548260432831,2009-05-08T05:45:00Z,1.69452745371796,2.52484590603975,0,0,2009123N10111,Chan-Hom-2009,WP022009,3.2938902456351196,Below Tropical Storm,2009,5,8,Cebu,Cebu
18000,2640588B50898058307541,2009-05-07T21:30:00Z,0.65496198580916,0.975893358855648,0,0,2009123N10111,Chan-Hom-2009,WP022009,1.2731413064952775,Below Tropical Storm,2009,5,7,City of Isabela,City of Isabela
18001,2640588B76140513385915,2009-05-08T06:45:00Z,0.712386757324437,1.06145626841341,0,0,2009123N10111,Chan-Hom-2009,WP022009,1.3847658743575337,Below Tropical Storm,2009,5,8,Compostela Valley,Compostela Valley
